Nom station;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Actualisation de la donnée;Nom communes équipées
Assemblée Nationale;63;61;0;0;0;2023-04-05T22:44:03+02:00;Paris
Gare de Clamart;14;2;10;0;10;2023-04-05T22:47:08+02:00;Clamart
Place Violet;30;1;28;27;1;2023-04-05T22:44:13+02:00;Paris
Charenton - Wattignies;33;0;32;32;0;2023-04-05T22:46:07+02:00;Paris
Dugommier;55;5;47;34;13;2023-04-05T22:46:53+02:00;Paris
Ménilmontant - Pelleport;19;3;16;0;16;2023-04-05T22:44:51+02:00;Paris
Victor Hugo - Magasins Généraux;34;31;2;1;1;2023-04-05T22:46:45+02:00;Aubervilliers
Chanzy - Sud-Est;25;5;20;16;4;2023-04-05T22:46:50+02:00;Nanterre
Porte d'Auteuil;33;10;21;17;4;2023-04-05T22:46:26+02:00;Paris
Jussieu - Guy de la Brosse;40;35;4;2;2;2023-04-05T22:41:48+02:00;Paris
Place Jean-Baptiste Clément;25;6;18;8;10;2023-04-05T22:47:09+02:00;Le Kremlin-Bicêtre
Jean Lolive - Parc Stalingrad;22;14;8;2;6;2023-04-05T22:39:32+02:00;Pantin
Claude Bernard - Arbalète;17;5;12;10;2;2023-04-05T22:46:35+02:00;Paris
Parc Pierre Lagravère;30;6;22;14;8;2023-04-05T22:45:40+02:00;Colombes
Gare d'Austerlitz;14;8;3;2;1;2023-04-05T22:47:15+02:00;Paris
Guichet - Jean Jaurès;28;9;17;13;4;2023-04-05T22:45:51+02:00;Clichy
Place des Marseillais;37;28;6;3;3;2023-04-05T22:45:20+02:00;Charenton-le-Pont
Parvis Robert Schuman - Roger Salengro;24;20;4;0;4;2023-04-05T22:38:54+02:00;Chaville
Champeaux - Gallieni;50;45;4;0;4;2023-04-05T22:38:38+02:00;Bagnolet
Edgar Quinet - Gaité;27;27;0;0;0;2023-04-05T22:43:05+02:00;Paris
Courcelles - Place des Ternes;31;23;4;4;0;2023-04-05T22:46:39+02:00;Paris
Gravelle - Route du Bac;51;31;15;5;10;2023-04-05T22:44:53+02:00;Paris
Evariste Galois;30;23;4;0;4;2023-04-05T22:46:46+02:00;Paris
Gare de Bercy;35;20;14;12;2;2023-04-05T22:45:38+02:00;Paris
Navier - Epinettes;36;24;12;3;9;2023-04-05T22:46:31+02:00;Paris
Ceinture du Lac Inferieure - Saint-Cloud;42;41;0;0;0;2023-04-05T22:47:16+02:00;Paris
Verdun - Place Henri IV;26;13;12;7;5;2023-04-05T22:46:50+02:00;Suresnes
Lagny - Joffre;31;29;2;2;0;2023-04-05T22:47:15+02:00;Saint-Mandé
Place Carnot;25;4;20;8;12;2023-04-05T22:46:41+02:00;Montreuil
Place Falguière;23;6;17;6;11;2023-04-05T22:46:40+02:00;Paris
Anatole France - Jean Lolive;28;23;3;1;2;2023-04-05T22:43:41+02:00;Pantin
Tardieu - Chappe;18;15;1;0;1;2023-04-05T22:38:13+02:00;Paris
Boyer-Barret - Raymond Losserand;23;7;16;11;5;2023-04-05T22:37:41+02:00;Paris
Petites Ecuries - Faubourg Poissonnière;17;9;5;2;3;2023-04-05T22:47:15+02:00;Paris
Piat - Parc de Belleville;21;12;7;0;7;2023-04-05T22:44:34+02:00;Paris
Nanterre - Université;20;10;10;8;2;2023-04-05T22:46:28+02:00;Nanterre
Emeriau - Place de Brazzaville;51;1;48;40;8;2023-04-05T22:45:27+02:00;Paris
Francoeur - Marcadet;20;2;18;3;15;2023-04-05T22:47:08+02:00;Paris
Parc Monceau;18;15;3;1;2;2023-04-05T22:44:22+02:00;Paris
Henri Chevreau - Couronnes;27;1;23;1;22;2023-04-05T22:46:56+02:00;Paris
Place Valhubert;37;19;15;15;0;2023-04-05T22:46:56+02:00;Paris
Pascal - Claude Bernard;49;5;32;32;0;2023-04-05T22:46:05+02:00;Paris
Gare d'Austerlitz - Quai Saint-Bernard;27;27;0;0;0;2022-01-18T22:07:57+01:00;Paris
Sommerard - Saint-Jacques;34;27;2;1;1;2023-04-05T22:43:49+02:00;Paris
Vignerons - Minimes;29;25;4;2;2;2023-04-05T22:43:43+02:00;Vincennes
Lamennais - Washington;26;20;1;0;1;2023-04-05T22:47:06+02:00;Paris
Grenelle - Dr Finlay;71;2;64;60;4;2023-04-05T22:47:12+02:00;Paris
Batignolles - Place de Clichy;47;40;5;3;2;2023-04-05T22:46:52+02:00;Paris
Porte d'Orléans;48;45;3;1;2;2023-04-05T22:44:28+02:00;Paris
Pierre Grenier - Pont de Billancourt;21;0;17;14;3;2023-04-05T22:42:34+02:00;Boulogne-Billancourt
Pierre et Marie Curie - Julien Grimau;18;7;10;0;10;2023-04-05T22:45:06+02:00;Bagnolet
Vladimir Ilitch Lénine - Andrée Chedid;31;18;10;2;8;2023-04-05T22:46:57+02:00;Gentilly
Londres - Amsterdam;0;0;0;0;0;2023-01-09T05:28:33+01:00;Paris
Bineau - Louise Michel;25;17;6;4;2;2023-04-05T22:42:05+02:00;Levallois-Perret
Quai Voltaire;32;26;4;2;2;2023-04-05T22:42:48+02:00;Paris
Professeur René Leriche - Général Leclerc;50;43;5;1;4;2023-04-05T22:40:35+02:00;Clichy
Ledru-Rollin - Charonne;32;9;19;17;2;2023-04-05T22:45:57+02:00;Paris
Saint-François-Xavier;42;29;11;10;1;2023-04-05T22:46:24+02:00;Paris
Parc de Belleville - Julien Lacroix;26;13;13;2;11;2023-04-05T22:46:21+02:00;Paris
Uzès - Montmartre;29;23;4;3;1;2023-04-05T22:45:31+02:00;Paris
Morice - Général Leclerc;25;3;18;14;4;2023-04-05T22:46:36+02:00;Clichy
Gare de Pont-Cardinet;34;30;4;2;2;2023-04-05T22:45:58+02:00;Paris
Capitaine Glarner - Gabriel Péri;27;1;25;19;6;2023-04-05T22:44:20+02:00;Saint-Ouen-sur-Seine
Place Jean Delay;35;19;14;10;4;2023-04-05T22:44:35+02:00;Paris
Pierre Larousse - Raymond Losserand;30;20;10;3;7;2023-04-05T22:47:02+02:00;Paris
Pont de Levallois-bécon;50;44;3;1;2;2023-04-05T22:46:37+02:00;Levallois-Perret
Vasco de Gama;54;0;52;49;3;2023-04-05T22:46:58+02:00;Paris
Pitié-Salpêtrière;51;47;4;2;2;2023-04-05T22:46:20+02:00;Paris
Place du Général de Gaulle;28;25;3;2;1;2023-04-05T22:43:47+02:00;Fontenay-sous-Bois
Charles Delescluze;49;1;45;33;12;2023-04-05T22:43:24+02:00;Paris
Lauriston - Copernic;19;15;3;2;1;2023-04-05T22:46:41+02:00;Paris
Jonquoy - Didot;30;16;14;8;6;2023-04-05T22:46:45+02:00;Paris
Gare de l'Est - Verdun;14;12;1;1;0;2023-04-05T22:40:36+02:00;Paris
Lucien Sampaix - Récollets;46;41;3;2;1;2023-04-05T22:45:58+02:00;Paris
Bara - Henri Farman;36;32;1;1;0;2023-04-05T22:41:57+02:00;Issy-les-Moulineaux
Charenton - Place du Col Bourgoin;35;12;21;18;3;2023-04-05T22:46:44+02:00;Paris
Michelet - Assas;18;16;2;1;1;2023-04-05T22:42:39+02:00;Paris
Edouard Vaillant - Paul-Adolphe Souriau;28;27;0;0;0;2023-04-05T22:46:43+02:00;Boulogne-Billancourt
Belleville - Porte des Lilas;32;29;2;0;2;2023-04-05T22:39:04+02:00;Paris
Porte Dorée;36;27;7;6;1;2023-04-05T22:44:57+02:00;Paris
Mézières - Rennes;55;50;4;4;0;2023-04-05T22:45:37+02:00;Paris
Haxo - Surmelin;21;9;11;1;10;2023-04-05T22:42:41+02:00;Paris
Génie - Mozart;19;7;12;5;7;2023-04-05T22:45:27+02:00;Vitry-sur-Seine
Place Alphonse Deville;23;18;2;1;1;2023-04-05T22:42:23+02:00;Paris
Place du Maréchal Juin - Péreire;46;40;4;3;1;2023-04-05T22:42:51+02:00;Paris
Place Adolphe Cherioux - Vaugirard;63;3;57;44;13;2023-04-05T22:47:11+02:00;Paris
Gare de l'Est - Place du 11 Novembre 1918;40;36;2;1;1;2023-04-05T22:39:03+02:00;Paris
Sèvres-Gallieni;27;19;5;3;2;2023-04-05T22:47:08+02:00;Boulogne-Billancourt
Hôtel de Ville d'Argenteuil;30;21;9;6;3;2023-04-05T22:44:23+02:00;Argenteuil
Tanger - Place du Maroc;19;1;17;6;11;2023-04-05T22:47:12+02:00;Paris
Colonel Monteil - Brune;19;13;6;3;3;2023-04-05T22:45:21+02:00;Paris
Vincennes - Douy-Delcupe;38;28;7;3;4;2023-04-05T22:47:02+02:00;Montreuil
Verdun - Adrien Damalix;26;7;17;6;11;2023-04-05T22:44:40+02:00;Saint-Maurice
Place du Cornillon - Stade de France;35;34;1;1;0;2023-04-05T22:45:54+02:00;Saint-Denis
Edouard Pailleron - Simon Bolivar;24;15;6;3;3;2023-04-05T22:46:05+02:00;Paris
Porte de Clignancourt.;56;46;8;0;8;2023-04-05T22:43:31+02:00;Paris
Mairie du 18ème;40;34;3;3;0;2023-04-05T22:45:00+02:00;Paris
Porte de Saint-Ouen - Henri Huchard;26;25;1;1;0;2023-04-05T22:46:13+02:00;Paris
Laffitte - Italiens;33;33;0;0;0;2023-04-05T22:45:01+02:00;Paris
Lucie Aubrac - Franklin;36;33;3;1;2;2023-04-05T22:47:08+02:00;Montreuil
Indre - Prairies;38;26;12;2;10;2023-04-05T22:43:20+02:00;Paris
Gare Routière de Saint Cloud;31;17;13;8;5;2023-04-05T22:45:43+02:00;Saint-Cloud
Paris - Désiré Préaux;49;39;8;0;8;2023-04-05T22:44:33+02:00;Montreuil
Primo Levi - Frigos;34;34;0;0;0;2023-04-05T22:45:55+02:00;Paris
Gare d'Asnières sur Seine;24;0;21;10;11;2023-04-05T22:46:54+02:00;Asnières-sur-Seine
Belfort - Voltaire;39;2;35;33;2;2023-04-05T22:45:41+02:00;Paris
Courcelles - Pierre Demours;26;20;5;1;4;2023-04-05T22:46:31+02:00;Paris
Dunois - Clisson;51;47;4;3;1;2023-04-05T22:46:25+02:00;Paris
République - Danton;20;0;19;3;16;2023-04-05T22:46:55+02:00;Fontenay-sous-Bois
Batignolles - Rome;15;14;1;1;0;2023-04-05T22:45:11+02:00;Paris
Université Paris Dauphine;0;0;0;0;0;2018-03-09T08:53:33+01:00;Paris
Place Charles Vallin;26;0;26;21;5;2023-04-05T22:46:24+02:00;Paris
Mac-Mahon - Brey;25;24;1;1;0;2023-04-05T22:43:19+02:00;Paris
Milton - Manuel;22;16;6;4;2;2023-04-05T22:45:07+02:00;Paris
Chabrol - d'Hauteville;11;2;8;4;4;2023-04-05T22:47:03+02:00;Paris
Mahatma Gandhi;26;23;3;3;0;2023-04-05T22:40:42+02:00;Paris
Lepic - Armée d'Orient;24;13;8;0;8;2023-04-05T22:46:34+02:00;Paris
Eglise d'Auteuil;21;9;6;5;1;2023-04-05T22:44:09+02:00;Paris
Cité des Sciences et de l'Industrie;30;20;10;7;3;2023-04-05T22:44:19+02:00;Paris
Jean Jaurès - Jean Baptiste Clément;24;3;21;14;7;2023-04-05T22:46:35+02:00;Boulogne-Billancourt
Lassus - Delouvain;20;9;11;1;10;2023-04-05T22:42:56+02:00;Paris
Château - Bineau;23;19;3;1;2;2023-04-05T22:43:09+02:00;Neuilly-sur-Seine
Square du Carrefour de l'Insurrection;23;17;5;2;3;2023-04-05T22:46:02+02:00;Vanves
Bridaine - Lamandé;29;15;12;9;3;2023-04-05T22:44:47+02:00;Paris
François Ponsard - La Muette;23;6;17;0;17;2023-04-05T22:47:15+02:00;Paris
Porte de Ménilmontant;15;5;10;1;9;2023-04-05T22:44:29+02:00;Paris
Provence - Chaussée d'Antin;25;21;2;1;1;2023-04-05T22:45:50+02:00;Paris
Lourmel - Marie Skobtsov;22;2;20;17;3;2023-04-05T22:44:56+02:00;Paris
Pelleport - Belgrand;15;7;7;3;4;2023-04-05T22:47:16+02:00;Paris
Belleville - Télégraphe;41;34;5;1;4;2023-04-05T22:41:58+02:00;Paris
Assas - Vaugirard;35;32;2;1;1;2023-04-05T22:42:22+02:00;Paris
Danton - Serpente;22;13;5;4;1;2023-04-05T22:46:36+02:00;Paris
Place Etienne Pernet;43;9;33;29;4;2023-04-05T22:45:14+02:00;Paris
Square des Epinettes;20;1;19;12;7;2023-04-05T22:45:17+02:00;Paris
Porte d'Aubervilliers;55;45;5;4;1;2023-04-05T22:47:02+02:00;Paris
Les Planètes;16;2;14;7;7;2023-04-05T22:46:56+02:00;Maisons-Alfort
Sadi Carnot - François Mitterrand;27;19;8;1;7;2023-04-05T22:41:53+02:00;Bagnolet
Pajol - Riquet;47;9;36;12;24;2023-04-05T22:44:52+02:00;Paris
Gabrielle Josserand - Edouard Vaillant;25;9;15;13;2;2023-04-05T22:45:17+02:00;Pantin
Daumesnil - Picpus;21;1;23;17;6;2023-04-05T22:46:07+02:00;Paris
Théâtre - Lourmel;53;0;53;50;3;2023-04-05T22:47:12+02:00;Paris
Emile Blemont - Poteau;39;5;29;11;18;2023-04-05T22:46:03+02:00;Paris
Hameau Fleuri - Marché;22;12;9;8;1;2023-04-05T22:47:15+02:00;Boulogne-Billancourt
Toffier Decaux - Cartier Bresson;18;15;2;0;2;2023-04-05T22:40:03+02:00;Pantin
Balard - Montagne de la Fage;36;14;21;18;3;2023-04-05T22:46:57+02:00;Paris
Orteaux - Mouraud;24;16;6;2;4;2023-04-05T22:42:04+02:00;Paris
Place Pasdeloup;21;9;8;7;1;2023-04-05T22:47:14+02:00;Paris
Bellefond - Maubeuge;31;24;7;3;4;2023-04-05T22:47:12+02:00;Paris
Diderot - Pierre Bourdan;21;13;6;3;3;2023-04-05T22:45:30+02:00;Paris
Square Saint-Ambroise;43;4;34;30;4;2023-04-05T22:47:09+02:00;Paris
Méchain - Faubourg Saint-Jacques;16;15;1;1;0;2023-04-05T22:39:37+02:00;Paris
Charles de Gaulle - Jean Lolive;26;20;6;1;5;2023-04-05T22:46:00+02:00;Pantin
Stade Auguste Delaune;21;8;13;8;5;2023-04-05T22:45:06+02:00;Maisons-Alfort
Ecole Vétérinaire;36;9;25;12;13;2023-04-05T22:47:08+02:00;Maisons-Alfort
Jean-Baptiste Pigalle - La Bruyere;17;10;5;0;5;2023-04-05T22:41:55+02:00;Paris
Ledru-Rollin - Place du Père Chaillet;37;7;27;27;0;2023-04-05T22:44:04+02:00;Paris
Belliard - Damrémont;34;18;14;5;9;2023-04-05T22:45:20+02:00;Paris
Aubervilliers - Curial;23;13;10;2;8;2023-04-05T22:46:25+02:00;Paris
Route de la Muette - Porte de Neuilly;50;28;16;12;4;2023-04-05T22:46:04+02:00;Paris
Bassano -  Iéna;15;14;1;1;0;2023-04-05T22:42:44+02:00;Paris
Kléber - Gouverneur Général Eboué;24;9;10;6;4;2023-04-05T22:43:55+02:00;Issy-les-Moulineaux
Transvaal - Charles de Gaulle;27;20;4;2;2;2023-04-05T22:38:57+02:00;Boulogne-Billancourt
Président Wilson - Jean Jaures;27;14;9;4;5;2023-04-05T22:47:14+02:00;Levallois-Perret
Boulets - Faubourg Saint-Antoine;43;25;16;14;2;2023-04-05T22:47:00+02:00;Paris
Pyrénées - Maraîchers;19;4;12;4;8;2023-04-05T22:46:38+02:00;Paris
Haies - Réunion;22;7;12;4;8;2023-04-05T22:45:02+02:00;Paris
Gare RER de Saint-Denis;40;18;20;8;12;2023-04-05T22:47:04+02:00;Saint-Denis
Maine - Antoine Bourdelle;17;11;6;6;0;2023-04-05T22:46:56+02:00;Paris
Place de Passy;15;14;1;1;0;2023-04-05T22:44:58+02:00;Paris
Place Jacques Bonsergent;33;25;7;5;2;2023-04-05T22:47:10+02:00;Paris
Clichy - Place Blanche;20;9;12;6;6;2023-04-05T22:46:50+02:00;Paris
Square René Viviani - Montebello;34;14;14;9;5;2023-04-05T22:46:42+02:00;Paris
Pont Neuf - Rivoli;27;23;3;3;0;2023-04-05T22:44:45+02:00;Paris
Mozart - Jasmin;62;51;9;6;3;2023-04-05T22:46:06+02:00;Paris
Wilson - Landy;40;19;20;12;8;2023-04-05T22:43:07+02:00;Saint-Denis
Lavandieres Sainte Opportune - Rivoli;27;23;2;1;1;2023-04-05T22:47:07+02:00;Paris
Maison de Radio - France;47;22;18;16;2;2023-04-05T22:47:12+02:00;Paris
Caulaincourt - Place Constantin Pecqueur;44;35;8;1;7;2023-04-05T22:41:18+02:00;Paris
Naples - Rome;26;21;5;5;0;2023-04-05T22:45:32+02:00;Paris
Lallier - Trudaine;29;20;1;0;1;2023-04-05T22:46:58+02:00;Paris
Chernoviz - Raynouard;37;26;8;4;4;2023-04-05T22:39:50+02:00;Paris
Square Léon;33;11;22;3;19;2023-04-05T22:44:05+02:00;Paris
Pernety - Raymond Losserand;32;20;11;7;4;2023-04-05T22:45:53+02:00;Paris
Diderot - Reuilly;44;26;16;13;3;2023-04-05T22:44:17+02:00;Paris
Eugène Oudiné - Dessous Des Berges;44;39;3;3;0;2023-04-05T22:46:10+02:00;Paris
Fontainebleau - Edmond Michelet;45;35;10;3;7;2023-04-05T22:47:16+02:00;Le Kremlin-Bicêtre
Mont Valérien - Michel Salles;24;18;5;2;3;2023-04-05T22:41:00+02:00;Saint-Cloud
Eugène Reisz - Davout;20;15;2;0;2;2023-04-05T22:46:11+02:00;Paris
Gare Montparnasse - Vaugirard;66;61;4;4;0;2023-04-05T22:46:17+02:00;Paris
Traversière - Ledru-Rollin;34;2;27;25;2;2023-04-05T22:47:08+02:00;Paris
Neuve Saint-Pierre - Beautreillis;20;15;3;3;0;2023-04-05T22:45:31+02:00;Paris
Hôpital Pitié Salpêtrière;50;42;7;4;3;2023-04-05T22:47:04+02:00;Paris
Sabot - Rennes;26;20;5;5;0;2023-04-05T22:47:03+02:00;Paris
Villersexel - Saint-Germain;16;16;0;0;0;2023-04-05T22:45:14+02:00;Paris
Champ de Mars - Cler;41;9;31;26;5;2023-04-05T22:46:14+02:00;Paris
Pereire - Place de Wagram;46;40;6;3;3;2023-04-05T22:40:54+02:00;Paris
Sénat - Condé;33;12;2;1;1;2023-04-05T22:46:49+02:00;Paris
Palais des Sports;22;9;9;7;2;2023-04-05T22:47:10+02:00;Paris
Belleville - Pyrénées;42;31;8;0;8;2023-04-05T22:46:50+02:00;Paris
Granges aux Belles - Hôpital Saint-Louis;60;52;8;4;4;2023-04-05T22:44:54+02:00;Paris
Parc de Choisy;25;22;3;2;1;2023-04-05T22:43:29+02:00;Paris
Gustave Eiffel - Parc des Impressionnistes;30;9;19;14;5;2023-04-05T22:45:54+02:00;Clichy
Aqueduc - Villette;28;15;10;5;5;2023-04-05T22:46:59+02:00;Paris
Borrégo - Gambetta;25;20;5;1;4;2023-04-05T22:47:11+02:00;Paris
Billancourt - Général Leclerc;22;11;9;7;2;2023-04-05T22:44:07+02:00;Boulogne-Billancourt
Jeanne Hornet - Girardot;29;22;5;0;5;2023-04-05T22:46:24+02:00;Bagnolet
François 1er - Montaigne;29;29;0;0;0;2023-04-05T22:39:54+02:00;Paris
Manin - Simon Bolivar;26;15;8;2;6;2023-04-05T22:46:06+02:00;Paris
Surcouf - Université;58;49;5;5;0;2023-04-05T22:47:01+02:00;Paris
Calmette;32;23;7;0;7;2023-04-05T22:40:42+02:00;Les Lilas
Hôtel de Ville de Champigny sur Marne;21;3;16;13;3;2023-04-05T22:45:17+02:00;Champigny-sur-Marne
Duroc - Place de Breteuil;42;36;6;5;1;2023-04-05T22:46:14+02:00;Paris
Raspail - Chomel;49;45;4;2;2;2023-04-05T22:46:21+02:00;Paris
Favart - Italiens;17;16;0;0;0;2023-04-05T22:43:27+02:00;Paris
Faubourg Poissonniere - Delta;36;27;8;5;3;2023-04-05T22:46:01+02:00;Paris
Parvis Corentin Celton;55;6;44;40;4;2023-04-05T22:46:52+02:00;Issy-les-Moulineaux
Place François Mitterand;34;29;2;0;2;2023-04-05T22:46:45+02:00;Montreuil
Bois de Vincennes.;60;49;9;7;2;2023-04-05T22:43:53+02:00;Saint-Mandé
Greneta - Sebastopol;32;29;0;0;0;2023-04-05T22:42:32+02:00;Paris
Parc André Citroën;65;7;52;51;1;2023-04-05T22:43:52+02:00;Paris
Place du Maquis du Vercors;31;20;11;0;11;2023-04-05T22:46:37+02:00;Paris
Ney - Charles Hermite;20;15;5;2;3;2023-04-05T22:45:00+02:00;Paris
Poissonniers - Nord;28;21;7;6;1;2023-04-05T22:43:30+02:00;Paris
Beaujon - Wagram;29;27;1;0;1;2023-04-05T22:46:29+02:00;Paris
Reims - Porte d'Asnières;26;24;2;0;2;2023-04-05T22:39:10+02:00;Paris
Vieille du Temple - Francs Bourgeois;29;17;8;4;4;2023-04-05T22:46:14+02:00;Paris
Saint-Jacques - Tombe Issoire;23;20;3;3;0;2023-04-05T22:47:15+02:00;Paris
Hôtel de Ville - Pont-Marie;36;9;21;21;0;2023-04-05T22:47:07+02:00;Paris
Brochant - Square des Batignolles;31;22;8;5;3;2023-04-05T22:47:02+02:00;Paris
Porte d'Ivry;50;48;1;1;0;2023-04-05T22:46:46+02:00;Paris
Dupont de l'Eure - Gambetta;31;27;4;0;4;2023-04-05T22:40:04+02:00;Paris
Gare du Nord - Demarquay;30;21;8;6;2;2023-04-05T22:46:32+02:00;Paris
Keller - La Roquette;34;4;29;28;1;2023-04-05T22:47:08+02:00;Paris
Place Pigalle;21;5;15;1;14;2023-04-05T22:46:19+02:00;Paris
Vistule - Choisy;33;30;3;0;3;2023-04-05T22:45:18+02:00;Paris
Bercy.;66;60;4;3;1;2023-04-05T22:46:09+02:00;Paris
Nationale - Marcel Duchamp;23;16;6;4;2;2023-04-05T22:39:22+02:00;Paris
Centenaire - Sorins;45;37;7;0;7;2023-04-05T22:45:24+02:00;Montreuil
Charonne - Philippe-Auguste;32;17;14;6;8;2023-04-05T22:41:36+02:00;Paris
Damrémont - Caulaincourt;18;12;6;0;6;2023-04-05T22:40:32+02:00;Paris
Hôtel de Ville de Levallois Perret;26;16;9;7;2;2023-04-05T22:47:04+02:00;Levallois-Perret
Franciade - Gabriel Péri;26;13;8;4;4;2023-04-05T22:45:48+02:00;Saint-Denis
Place de Finlande;25;21;1;1;0;2023-04-05T22:46:29+02:00;Paris
Poissy - Saint-Germain;25;12;11;11;0;2023-04-05T22:45:21+02:00;Paris
Les Juilliottes;21;4;16;10;6;2023-04-05T22:45:43+02:00;Maisons-Alfort
Square Raymond Souplex;52;12;34;12;22;2023-04-05T22:46:17+02:00;Paris
République - Henri Barbusse;32;13;19;9;10;2023-04-05T22:43:09+02:00;Aubervilliers
Convention - Saint-Charles;19;1;17;16;1;2023-04-05T22:43:31+02:00;Paris
Jeûneurs - Mulhouse;28;14;12;9;3;2023-04-05T22:46:17+02:00;Paris
Parmentier - Fontaine au Roi;48;11;35;23;12;2023-04-05T22:45:52+02:00;Paris
Faidherbe - Dahomey;44;15;29;24;5;2023-04-05T22:46:03+02:00;Paris
Thérèse - Opéra;25;21;2;1;1;2023-04-05T22:41:29+02:00;Paris
Versailles - Claude Terrasse;46;21;22;17;5;2023-04-05T22:47:03+02:00;Paris
Rougemont - Poissonnière;30;26;2;1;1;2023-04-05T22:47:12+02:00;Paris
Mornay - Sully;15;1;15;12;3;2023-04-05T22:47:05+02:00;Paris
Mairie du 15ème;32;0;31;28;3;2023-04-05T22:47:06+02:00;Paris
Parc de Sceaux - Centre-Ville;33;19;14;2;12;2023-04-05T22:46:16+02:00;Sceaux
Place des Larris;34;30;4;2;2;2023-04-05T22:45:09+02:00;Fontenay-sous-Bois
Ferrus - Saint-Jacques;34;31;3;1;2;2023-04-05T22:40:13+02:00;Paris
Manin - Crimée;23;2;17;1;16;2023-04-05T22:44:33+02:00;Paris
Pierre Sarrazin - Saint-Michel;33;28;2;2;0;2023-04-05T22:46:04+02:00;Paris
Square Desnouettes;22;2;19;17;2;2023-04-05T22:46:33+02:00;Paris
Bachaumont - Montmartre;33;19;10;9;1;2023-04-05T22:46:18+02:00;Paris
Saint-Blaise - Mouraud;27;14;13;3;10;2023-04-05T22:44:02+02:00;Paris
Place Tony de Graaff;42;22;20;11;9;2023-04-05T22:47:15+02:00;Meudon
Roquépine - Malesherbes;37;34;1;0;1;2023-04-05T22:42:08+02:00;Paris
Sorbonne - Ecoles;50;45;2;1;1;2023-04-05T22:42:50+02:00;Paris
Paul Doumer - La Tour;34;28;4;1;3;2023-04-05T22:37:52+02:00;Paris
Claude Vellefaux - Sambre et Meuse;34;11;21;14;7;2023-04-05T22:46:30+02:00;Paris
Mairie de Clichy;51;21;27;22;5;2023-04-05T22:47:15+02:00;Clichy
Place du Canada;29;20;0;0;0;2023-04-05T22:44:44+02:00;Paris
Pont de Lodi - Dauphine;23;7;14;14;0;2023-04-05T22:44:23+02:00;Paris
Lamartine - Faubourg Montmartre;32;20;9;8;1;2023-04-05T22:43:50+02:00;Paris
Romain Rolland;25;21;4;1;3;2023-04-05T22:43:56+02:00;Montrouge
Mairie du 19ème;27;14;12;5;7;2023-04-05T22:44:27+02:00;Paris
Gambetta - Michelet;33;18;14;7;7;2023-04-05T22:46:54+02:00;Montreuil
Square du Bataclan;20;9;8;8;0;2023-04-05T22:40:06+02:00;Paris
Danielle Casanova - Place Vendôme;37;34;1;0;1;2023-04-05T22:46:09+02:00;Paris
Montreuil - Voltaire;34;21;10;6;4;2023-04-05T22:47:08+02:00;Paris
Fernand Braudel - Vincent Auriol;36;35;1;0;1;2023-04-05T22:47:16+02:00;Paris
Melun - Jean Jaurès;28;28;0;0;0;2023-01-15T20:52:13+01:00;Paris
Georges V - François 1er;22;22;0;0;0;2023-04-05T22:40:08+02:00;Paris
Jean Jaurès - Reine;31;15;14;14;0;2023-04-05T22:46:22+02:00;Boulogne-Billancourt
Bleue - Trévise;30;22;5;4;1;2023-04-05T22:47:07+02:00;Paris
Argenson - Château;25;21;3;2;1;2023-04-05T22:46:59+02:00;Neuilly-sur-Seine
Le Vau - Maurice Bertaux;25;23;0;0;0;2023-04-05T22:47:03+02:00;Paris
Place de l'Eglise - Pantin;30;20;8;1;7;2023-04-05T22:43:13+02:00;Pantin
Daunou - Louis le Grand;17;14;1;1;0;2023-04-05T22:45:34+02:00;Paris
Butte aux Cailles - Esperance;36;29;7;3;4;2023-04-05T22:46:42+02:00;Paris
Porte Saint-Martin;34;16;15;14;1;2023-04-05T22:45:22+02:00;Paris
Louis Ganne - Davout;30;27;3;0;3;2023-04-05T22:41:32+02:00;Paris
François 1er - Lincoln;31;31;0;0;0;2023-04-05T22:46:18+02:00;Paris
Roquette - Folie Regnault;52;30;22;14;8;2023-04-05T22:47:04+02:00;Paris
Place Mireille Havet;43;4;35;30;5;2023-04-05T22:46:44+02:00;Paris
Brochant - Clichy;53;19;30;20;10;2023-04-05T22:46:41+02:00;Paris
Square Georges Melies;40;33;6;3;3;2023-04-05T22:43:20+02:00;Paris
Place Marcel Sembat;56;33;20;19;1;2023-04-05T22:44:45+02:00;Boulogne-Billancourt
Jardin Marguerite Long;22;19;3;1;2;2023-04-05T22:43:24+02:00;Paris
René Coty - Parc Montsouris;55;46;9;4;5;2023-04-05T22:47:06+02:00;Paris
Vignes - Boulainvilliers;21;20;1;1;0;2023-04-05T22:47:07+02:00;Paris
René Binet - Porte de Montmartre;37;32;5;1;4;2023-04-05T22:43:16+02:00;Paris
Tremblay - Lac des Minimes;48;42;4;2;2;2023-04-05T22:45:37+02:00;Paris
Moulin de la Pointe;22;17;5;2;3;2023-04-05T22:44:47+02:00;Paris
Terroirs de France - Lheureux;55;48;6;5;1;2023-04-05T22:47:14+02:00;Paris
Sèvres Rive Gauche;33;31;1;0;1;2023-04-05T22:43:09+02:00;Sèvres
Censier - Jardin des Plantes;28;1;19;15;4;2023-04-05T22:47:14+02:00;Paris
Gare de Clichy-Levallois;26;22;3;0;3;2023-04-05T22:46:57+02:00;Levallois-Perret
